Lead_ID,Email,Age,Region,Industry,Company_Size,Job_Level,Source,Profile_Type,Total_Sessions,Avg_Session_Duration_Min,Bounce_Rate,Total_Pages_Viewed,Unique_Pages_Viewed,Products_Viewed,Product_Detail_Views,Primary_Interest_Category,Secondary_Interest_Category,Added_To_Wishlist,Compared_Products,Used_Price_Filter,Used_Feature_Filter,Search_Queries_Count,Viewed_Pricing_Page,Pricing_Page_Views,Requested_Demo,Filled_Contact_Form,Downloaded_Resources,Watched_Videos,Video_Completion_Rate,Email_Opened,Email_Open_Rate,Email_Click_Rate,Emails_Replied,Subscribed_Newsletter,Initiated_Chat,Chat_Messages_Sent,Submitted_Support_Ticket,Days_Since_First_Visit,Days_Since_Last_Activity,Last_Activity_Type,Visit_Frequency_Per_Week,Avg_Time_Between_Visits,Returned_After_Exit,Deep_Page_Scroll,Preferred_Visit_Time,Device_Type,Engagement_Score,Lead_Converted
LEAD_00513,lead513@example.com,43,North America,Real Estate,201-1000,Senior Manager,Facebook,standard_lead,5,4.1,0.79,13,8,2,1,Premium Plan,Custom Integration,0,0,0,0,0,1,1,1,0,1,1,0.95,0,0.0,0.0,0,0,0,0,0,40,33,Email Click,0.88,8.0,1,1,Evening (5-9),Mobile,12.55,0
LEAD_00514,lead514@example.com,38,Latin America,Technology,11-50,VP,Referral,standard_lead,7,3.4,0.58,7,4,2,1,Support Package,Custom Integration,1,0,0,1,1,0,0,0,0,1,0,0.0,0,0.13,0.0,1,0,0,0,0,87,13,Email Click,0.56,12.4,1,1,Evening (5-9),Mobile,7.4,1
LEAD_00515,lead515@example.com,32,North America,Finance,51-200,Director,Referral,engaged_smb,13,7.4,0.18,23,13,6,4,Premium Plan,Starter Package,1,1,0,1,3,1,5,1,1,3,0,0.0,1,1.0,0.63,4,1,0,0,0,13,7,Demo Request,7.0,1.0,1,1,Afternoon (12-5),Desktop,83.8,1
LEAD_00516,lead516@example.com,58,Africa,Retail,201-1000,C-Level,Webinar,hot_lead,16,5.2,0.1,27,21,9,6,Analytics Add-on,API Access,1,1,0,1,4,1,6,0,1,1,3,0.89,1,0.53,0.31,0,1,0,0,0,79,5,Support Chat,1.42,4.9,1,1,Morning (9-12),Desktop,80.8,1
LEAD_00517,lead517@example.com,34,Middle East,Retail,1000+,Manager,Website,standard_lead,8,8.1,0.76,9,5,2,0,Training Module,Support Package,0,0,0,0,0,0,0,0,0,0,1,0.92,1,0.15,0.07,0,1,0,0,0,62,15,Abandoned Session,0.9,7.8,1,0,Afternoon (12-5),Mobile,0.45,0
LEAD_00518,lead518@example.com,41,Latin America,Consulting,1-10,Senior Manager,Cold Outreach,standard_lead,4,5.3,0.36,9,6,1,0,Premium Plan,Analytics Add-on,0,0,0,0,3,0,0,1,0,0,0,0.0,1,0.15,0.1,0,0,0,0,1,29,3,Abandoned Session,0.97,7.2,1,1,Night (9-12),Mobile,16.45,1
LEAD_00519,lead519@example.com,42,Africa,Real Estate,201-1000,Individual Contributor,Cold Outreach,standard_lead,5,5.0,0.57,8,5,1,0,Starter Package,Support Package,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.22,0.0,0,0,0,0,0,20,0,Viewed Product,1.75,4.0,1,0,Night (9-12),Mobile,5.0,1
LEAD_00520,lead520@example.com,27,North America,SaaS,51-200,Manager,Email Campaign,standard_lead,10,1.1,0.49,8,5,3,2,Custom Integration,Analytics Add-on,0,0,1,0,3,1,6,0,0,0,0,0.0,0,0.2,0.0,1,0,0,0,0,46,27,Abandoned Session,1.52,4.6,1,0,Morning (9-12),Mobile,22.25,1
LEAD_00521,lead521@example.com,40,Asia Pacific,Technology,201-1000,Senior Manager,Webinar,warm_lead,22,16.5,0.17,23,16,9,4,Starter Package,Premium Plan,1,1,0,1,6,1,3,1,1,6,1,0.82,1,0.56,0.33,0,1,0,0,0,55,3,Demo Request,2.8,2.5,1,0,Afternoon (12-5),Tablet,106.75,1
LEAD_00522,lead522@example.com,34,Africa,SaaS,201-1000,Individual Contributor,Content Download,standard_lead,6,2.5,0.61,10,6,4,2,Premium Plan,Support Package,1,0,0,0,0,0,0,0,0,0,2,0.78,1,0.0,0.0,1,0,0,0,0,26,6,Just Browsing,1.62,4.3,1,1,Evening (5-9),Mobile,13.75,0
LEAD_00523,lead523@example.com,46,North America,Healthcare,11-50,VP,Webinar,standard_lead,8,1.0,0.53,9,7,2,1,Analytics Add-on,Training Module,0,0,0,0,1,0,0,0,0,1,1,0.74,0,0.3,0.0,0,0,0,0,0,25,25,Viewed Product,2.24,3.1,1,0,Evening (5-9),Desktop,0.0,0
LEAD_00524,lead524@example.com,34,North America,Finance,51-200,Senior Manager,Webinar,warm_lead,9,13.6,0.24,29,25,12,8,Starter Package,Custom Integration,1,0,1,0,10,1,3,1,0,1,4,0.84,1,0.61,0.3,2,1,1,10,0,49,1,Support Chat,1.29,5.4,1,1,Morning (9-12),Desktop,99.5,1
LEAD_00525,lead525@example.com,50,Latin America,Consulting,201-1000,Manager,Facebook,standard_lead,2,0.5,0.62,5,3,3,1,API Access,Premium Plan,0,0,0,0,1,0,0,1,0,1,1,0.74,0,0.25,0.0,0,1,0,0,0,70,3,Abandoned Session,0.2,35.0,0,1,Evening (5-9),Mobile,16.75,0
LEAD_00526,lead526@example.com,33,Europe,SaaS,11-50,VP,Partner,standard_lead,4,2.9,0.3,7,4,1,0,Enterprise Solution,API Access,0,0,0,0,2,0,0,0,0,0,2,0.72,1,0.23,0.14,1,0,0,0,0,87,63,Email Click,0.32,21.8,1,1,Morning (9-12),Mobile,0.0,0
LEAD_00527,lead527@example.com,39,Europe,E-commerce,201-1000,Senior Manager,Webinar,warm_lead,12,14.9,0.04,24,14,4,3,Training Module,Custom Integration,0,0,1,0,4,0,0,0,1,4,3,0.87,1,0.64,0.28,0,1,0,0,0,13,0,Form Submission,6.46,1.1,1,1,Night (9-12),Desktop,62.75,1
LEAD_00528,lead528@example.com,42,Latin America,Technology,1000+,Senior Manager,Referral,standard_lead,6,5.2,0.57,11,7,4,2,Starter Package,Analytics Add-on,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0.38,0.26,1,0,0,0,0,86,17,Viewed Product,0.49,14.3,1,0,Evening (5-9),Mobile,13.6,1
LEAD_00529,lead529@example.com,55,Africa,Healthcare,51-200,Individual Contributor,Trade Show,standard_lead,1,2.3,0.62,9,6,4,3,API Access,Support Package,0,0,0,1,6,0,0,0,0,0,0,0.0,1,0.46,0.32,0,0,0,0,0,78,1,Email Click,0.09,78.0,0,1,Morning (9-12),Desktop,10.75,0
LEAD_00530,lead530@example.com,26,Europe,SaaS,201-1000,Manager,Cold Outreach,standard_lead,1,4.9,0.49,2,1,3,2,Starter Package,API Access,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.38,0.0,0,1,1,9,0,53,5,Viewed Product,0.13,53.0,0,0,Morning (9-12),Mobile,10.95,0
LEAD_00531,lead531@example.com,38,Africa,Healthcare,1000+,C-Level,Content Download,standard_lead,3,4.3,0.45,13,8,4,2,Custom Integration,Analytics Add-on,0,0,0,1,4,0,0,0,0,0,1,0.7,1,0.07,0.04,0,0,0,0,0,9,9,Viewed Product,2.33,3.0,0,0,Morning (9-12),Desktop,7.75,0
LEAD_00532,lead532@example.com,30,Middle East,Finance,51-200,Director,Google Ads,engaged_smb,19,10.2,0.23,37,22,12,6,Custom Integration,Starter Package,1,1,1,1,8,1,4,1,0,4,2,0.83,1,0.95,0.48,3,0,1,4,0,75,14,Demo Request,1.77,3.9,1,0,Evening (5-9),Desktop,104.2,1
LEAD_00533,lead533@example.com,32,Europe,E-commerce,51-200,Individual Contributor,Facebook,standard_lead,4,0.5,0.67,7,4,4,2,Training Module,Custom Integration,0,0,0,0,2,1,6,0,0,0,0,0.0,0,0.46,0.0,0,0,0,0,0,33,2,Email Click,0.85,8.2,1,0,Night (9-12),Desktop,24.55,1
LEAD_00534,lead534@example.com,59,Europe,Manufacturing,11-50,VP,Partner,standard_lead,4,4.1,0.72,12,8,2,1,API Access,Analytics Add-on,1,0,0,1,0,0,0,0,0,4,0,0.0,1,0.19,0.11,0,0,0,0,0,87,37,Email Click,0.32,21.8,1,0,Night (9-12),Desktop,1.55,0
LEAD_00535,lead535@example.com,43,North America,Healthcare,51-200,Manager,Cold Outreach,standard_lead,7,0.5,0.87,3,2,3,1,Support Package,Custom Integration,0,0,0,0,2,0,0,0,0,1,1,0.95,0,0.32,0.0,0,0,0,0,0,75,16,Email Click,0.65,10.7,1,0,Evening (5-9),Mobile,0.25,0
LEAD_00536,lead536@example.com,31,North America,E-commerce,1-10,Senior Manager,Email Campaign,standard_lead,5,7.6,0.61,9,6,4,3,Starter Package,API Access,0,0,1,0,1,0,0,0,0,0,2,0.62,0,0.48,0.0,0,0,0,0,0,64,0,Viewed Product,0.55,12.8,1,1,Evening (5-9),Mobile,19.5,1
LEAD_00537,lead537@example.com,37,Europe,Finance,1000+,Senior Manager,Google Ads,standard_lead,3,2.4,0.66,13,11,1,0,Custom Integration,Analytics Add-on,1,0,1,0,0,1,7,0,1,1,1,0.89,0,0.39,0.0,0,0,0,0,0,10,10,Email Click,2.1,3.3,0,0,Evening (5-9),Mobile,39.2,0
LEAD_00538,lead538@example.com,31,North America,Retail,1000+,C-Level,Trade Show,standard_lead,5,4.4,0.74,5,3,1,0,Enterprise Solution,Premium Plan,0,0,0,0,1,0,0,0,0,1,1,0.68,0,0.4,0.0,0,0,0,0,0,4,2,Email Click,8.75,0.8,1,0,Evening (5-9),Mobile,4.5,1
LEAD_00539,lead539@example.com,28,Europe,Technology,51-200,VP,Trade Show,standard_lead,3,7.3,0.77,10,8,2,0,Starter Package,API Access,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.45,0.0,0,1,0,0,0,68,4,Email Click,0.31,22.7,0,0,Evening (5-9),Desktop,0.0,0
LEAD_00540,lead540@example.com,56,North America,Manufacturing,1000+,Manager,Cold Outreach,standard_lead,7,1.0,0.58,11,8,2,1,Premium Plan,Starter Package,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.29,0.0,0,0,0,0,0,22,15,Abandoned Session,2.23,3.1,1,1,Evening (5-9),Mobile,0.0,0
LEAD_00541,lead541@example.com,39,Asia Pacific,Finance,51-200,Senior Manager,Email Campaign,standard_lead,5,2.6,0.86,5,4,0,0,Training Module,Analytics Add-on,0,0,0,0,2,0,0,1,0,0,0,0.0,1,0.24,0.1,0,0,0,0,0,60,11,Viewed Product,0.58,12.0,1,0,Morning (9-12),Mobile,5.2,1
LEAD_00542,lead542@example.com,27,Africa,Manufacturing,51-200,Individual Contributor,Referral,standard_lead,3,6.7,0.5,10,8,1,0,Training Module,Support Package,0,0,0,1,2,0,0,0,0,1,0,0.0,1,0.58,0.35,0,1,0,0,0,69,54,Viewed Product,0.3,23.0,0,0,Morning (9-12),Mobile,0.0,0
LEAD_00543,lead543@example.com,49,Africa,Retail,51-200,VP,Trade Show,standard_lead,8,1.9,0.46,9,8,1,0,Enterprise Solution,Training Module,0,1,0,0,1,0,0,0,0,0,1,0.72,0,0.36,0.0,0,1,0,0,0,15,10,Email Click,3.73,1.9,1,0,Evening (5-9),Mobile,1.45,0
LEAD_00544,lead544@example.com,44,Latin America,Education,1000+,VP,LinkedIn,standard_lead,8,4.1,0.5,7,5,4,2,Support Package,Training Module,0,0,1,0,3,1,3,0,0,2,0,0.0,1,0.18,0.08,0,0,0,0,0,72,19,Email Click,0.78,9.0,1,1,Night (9-12),Desktop,28.05,1
LEAD_00545,lead545@example.com,46,Europe,Manufacturing,51-200,VP,Cold Outreach,standard_lead,1,2.0,0.72,6,3,1,0,Starter Package,Training Module,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.25,0.0,0,0,1,10,0,64,54,Just Browsing,0.11,64.0,0,0,Evening (5-9),Mobile,0.0,0
LEAD_00546,lead546@example.com,65,Middle East,Healthcare,1-10,VP,Email Campaign,standard_lead,4,8.4,0.72,10,6,2,0,Starter Package,Support Package,1,0,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,1,9,0,78,68,Abandoned Session,0.36,19.5,1,0,Afternoon (12-5),Mobile,0.0,0
LEAD_00547,lead547@example.com,55,Africa,Education,201-1000,VP,Partner,hot_lead,18,18.0,0.19,23,15,13,8,API Access,Support Package,0,0,1,0,1,1,6,1,1,3,2,0.93,1,0.6,0.29,1,0,0,0,0,37,0,Support Chat,3.41,2.1,1,1,Afternoon (12-5),Mobile,111.5,1
LEAD_00548,lead548@example.com,50,Asia Pacific,Finance,11-50,Manager,Partner,engaged_smb,13,10.5,0.01,22,18,6,3,Enterprise Solution,Support Package,1,1,1,0,6,1,4,1,0,4,1,0.9,1,0.77,0.43,1,1,1,11,0,33,0,Demo Request,2.76,2.5,1,1,Evening (5-9),Desktop,93.55,1
LEAD_00549,lead549@example.com,54,Asia Pacific,Finance,201-1000,Individual Contributor,Website,standard_lead,5,4.4,0.59,10,7,0,0,Custom Integration,API Access,0,0,0,0,1,0,0,0,0,0,1,0.95,1,0.09,0.05,1,0,0,0,0,10,10,Email Click,3.5,2.0,1,0,Morning (9-12),Desktop,0.0,0
LEAD_00550,lead550@example.com,30,Latin America,Education,51-200,Director,Partner,engaged_smb,17,15.7,0.25,29,19,5,2,Training Module,Analytics Add-on,1,0,1,1,6,1,5,1,0,2,0,0.0,1,0.75,0.48,4,0,1,6,0,75,0,Viewed Product,1.59,4.4,1,1,Evening (5-9),Desktop,88.75,1
LEAD_00551,lead551@example.com,43,Africa,Real Estate,201-1000,Individual Contributor,Cold Outreach,standard_lead,4,5.4,0.75,5,4,1,0,Training Module,Enterprise Solution,0,0,1,0,0,0,0,0,0,0,1,0.92,0,0.05,0.0,0,0,1,6,0,42,25,Abandoned Session,0.67,10.5,1,0,Night (9-12),Mobile,1.1,0
LEAD_00552,lead552@example.com,57,Europe,Finance,11-50,Senior Manager,Content Download,standard_lead,9,0.8,0.62,7,5,0,0,Premium Plan,Enterprise Solution,0,0,0,0,2,0,0,0,0,0,1,0.61,1,0.23,0.16,0,0,0,0,0,42,8,Just Browsing,1.5,4.7,1,0,Afternoon (12-5),Tablet,2.0,1
LEAD_00553,lead553@example.com,31,Latin America,E-commerce,11-50,Manager,Partner,engaged_smb,22,12.6,0.17,18,14,12,9,Analytics Add-on,Enterprise Solution,1,1,1,1,3,0,0,1,1,4,2,0.94,0,0.5,0.0,2,1,0,0,0,5,0,Viewed Product,30.8,0.2,1,1,Night (9-12),Mobile,98.6,1
LEAD_00554,lead554@example.com,39,Asia Pacific,E-commerce,51-200,VP,Cold Outreach,standard_lead,7,5.8,0.69,3,1,3,1,Custom Integration,Training Module,0,1,0,0,1,1,4,0,0,2,1,0.63,1,0.26,0.18,0,0,0,0,0,15,6,Abandoned Session,3.27,2.1,1,0,Morning (9-12),Desktop,30.0,1
LEAD_00555,lead555@example.com,44,Africa,Manufacturing,51-200,C-Level,Cold Outreach,standard_lead,4,2.8,0.5,8,6,2,0,Support Package,API Access,0,0,0,0,0,0,0,0,0,0,1,0.72,0,0.0,0.0,1,0,0,0,0,26,7,Email Click,1.08,6.5,1,0,Morning (9-12),Desktop,0.5,1
LEAD_00556,lead556@example.com,40,Europe,Real Estate,51-200,Individual Contributor,Facebook,standard_lead,5,5.5,0.67,9,6,2,1,Training Module,Starter Package,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0.41,0.0,0,0,0,0,0,5,5,Abandoned Session,7.0,1.0,1,0,Afternoon (12-5),Desktop,3.45,0
LEAD_00557,lead557@example.com,39,Latin America,Consulting,1-10,C-Level,Content Download,standard_lead,6,4.6,0.71,6,4,2,0,Support Package,Enterprise Solution,0,0,0,0,2,1,7,0,1,0,1,0.81,0,0.0,0.0,1,0,0,0,0,40,0,Email Click,1.05,6.7,1,0,Evening (5-9),Mobile,37.4,0
LEAD_00558,lead558@example.com,40,North America,Finance,201-1000,VP,Content Download,standard_lead,2,5.3,0.52,13,7,4,2,Analytics Add-on,API Access,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0.17,0.0,0,0,0,0,0,2,2,Email Click,4.0,1.0,0,0,Afternoon (12-5),Desktop,10.35,1
LEAD_00559,lead559@example.com,38,Europe,SaaS,11-50,C-Level,Cold Outreach,standard_lead,6,3.9,0.46,7,4,5,2,API Access,Custom Integration,0,0,1,1,1,0,0,0,0,1,0,0.0,0,0.47,0.0,0,0,0,0,0,77,8,Abandoned Session,0.55,12.8,1,1,Evening (5-9),Mobile,14.65,0
LEAD_00560,lead560@example.com,41,Europe,SaaS,1-10,Individual Contributor,Partner,standard_lead,2,0.9,0.68,12,7,1,0,Custom Integration,API Access,0,0,1,0,1,0,0,0,0,0,0,0.0,1,0.34,0.22,1,0,0,0,0,48,12,Abandoned Session,0.29,24.0,0,1,Evening (5-9),Desktop,0.0,0
LEAD_00561,lead561@example.com,42,Africa,Finance,11-50,Director,Partner,engaged_smb,10,14.7,0.25,31,27,6,2,Training Module,Enterprise Solution,1,1,1,1,4,1,2,0,0,3,3,0.93,1,0.85,0.53,3,1,0,0,0,72,1,Support Chat,0.97,7.2,1,1,Morning (9-12),Mobile,65.85,1
LEAD_00562,lead562@example.com,36,Africa,Manufacturing,1-10,Director,Email Campaign,standard_lead,3,6.0,0.4,1,0,2,0,Custom Integration,Analytics Add-on,0,0,0,0,2,0,0,0,0,2,0,0.0,1,0.62,0.37,0,1,0,0,0,77,14,Abandoned Session,0.27,25.7,0,1,Night (9-12),Mobile,7.5,0
LEAD_00563,lead563@example.com,41,Latin America,Healthcare,51-200,C-Level,Website,standard_lead,5,5.7,0.32,16,10,3,2,Training Module,Analytics Add-on,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0.24,0.0,0,0,0,0,0,35,8,Abandoned Session,1.0,7.0,1,1,Night (9-12),Mobile,18.75,0
LEAD_00564,lead564@example.com,33,Latin America,E-commerce,201-1000,Individual Contributor,Partner,standard_lead,6,6.9,0.53,11,9,2,1,Starter Package,Support Package,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0.7,0.0,0,0,0,0,0,87,0,Viewed Product,0.48,14.5,1,0,Morning (9-12),Tablet,14.35,0
LEAD_00565,lead565@example.com,56,Africa,Technology,11-50,VP,Webinar,standard_lead,8,5.7,0.47,5,4,1,0,Training Module,Enterprise Solution,0,0,0,0,1,1,5,0,0,0,1,0.83,0,0.55,0.0,0,0,0,0,0,77,38,Abandoned Session,0.73,9.6,1,0,Morning (9-12),Desktop,7.25,0
LEAD_00566,lead566@example.com,31,Africa,Finance,11-50,VP,Referral,standard_lead,2,3.2,0.67,11,8,3,1,Training Module,Custom Integration,0,0,0,0,2,0,0,0,0,1,0,0.0,1,0.36,0.15,0,0,0,0,0,6,6,Email Click,2.33,3.0,0,0,Evening (5-9),Desktop,4.1,0
LEAD_00567,lead567@example.com,29,Africa,Education,1000+,Director,Webinar,hot_lead,14,13.9,0.13,31,27,8,4,Custom Integration,Premium Plan,0,1,1,1,4,1,7,1,1,4,3,0.84,1,0.8,0.49,3,1,1,7,0,48,1,Support Chat,2.04,3.4,1,1,Afternoon (12-5),Desktop,112.85,1
LEAD_00568,lead568@example.com,39,Europe,Healthcare,1000+,C-Level,Google Ads,standard_lead,4,3.7,0.58,11,7,1,0,Training Module,Support Package,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.25,0.0,0,0,0,0,0,12,12,Abandoned Session,2.33,3.0,1,0,Night (9-12),Mobile,0.0,0
LEAD_00569,lead569@example.com,34,Europe,Manufacturing,1-10,Director,Cold Outreach,standard_lead,5,4.4,0.61,8,6,3,1,Analytics Add-on,Starter Package,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.21,0.0,0,0,0,0,0,80,2,Email Click,0.44,16.0,1,0,Night (9-12),Mobile,4.2,0
LEAD_00570,lead570@example.com,42,Latin America,Education,51-200,Director,Referral,engaged_smb,21,13.7,0.11,28,17,6,4,Training Module,Support Package,1,0,1,0,1,1,5,0,0,2,3,0.61,1,0.71,0.42,5,1,1,13,0,12,0,Support Chat,12.25,0.6,1,1,Evening (5-9),Desktop,87.45,1
LEAD_00571,lead571@example.com,44,Europe,E-commerce,11-50,Director,Email Campaign,standard_lead,7,2.7,0.7,8,6,2,1,Custom Integration,Support Package,0,0,0,0,1,1,2,0,1,1,0,0.0,0,0.23,0.0,1,0,0,0,0,16,7,Email Click,3.06,2.3,1,1,Evening (5-9),Desktop,25.85,0
LEAD_00572,lead572@example.com,49,Middle East,Technology,1000+,Director,Referral,hot_lead,14,7.0,0.22,24,19,9,5,API Access,Starter Package,1,0,1,1,8,1,6,1,1,0,5,0.7,1,0.78,0.37,1,1,1,3,0,45,1,Support Chat,2.18,3.2,1,1,Morning (9-12),Tablet,107.0,1
LEAD_00573,lead573@example.com,40,Asia Pacific,Healthcare,1-10,VP,Partner,standard_lead,2,4.5,0.43,6,5,2,1,Premium Plan,Training Module,1,0,1,0,1,0,0,0,0,0,0,0.0,1,0.15,0.1,0,0,0,0,0,9,0,Just Browsing,1.56,4.5,0,0,Night (9-12),Mobile,13.95,0
LEAD_00574,lead574@example.com,34,Latin America,Education,11-50,Individual Contributor,Facebook,cold_lead,5,3.7,0.54,11,8,3,1,API Access,Premium Plan,0,0,0,1,3,0,0,0,0,2,0,0.0,0,0.37,0.0,0,0,0,0,0,86,0,Just Browsing,0.41,17.2,1,0,Morning (9-12),Tablet,13.05,1
LEAD_00575,lead575@example.com,52,Asia Pacific,Finance,1-10,VP,Google Ads,standard_lead,7,1.3,0.4,11,9,6,3,Support Package,Enterprise Solution,1,0,0,0,0,0,0,1,0,0,1,0.85,0,0.39,0.0,0,0,0,0,0,70,3,Just Browsing,0.7,10.0,1,0,Afternoon (12-5),Mobile,31.45,0
LEAD_00576,lead576@example.com,22,Latin America,E-commerce,11-50,Director,Facebook,standard_lead,8,2.1,0.53,8,6,4,2,Starter Package,API Access,1,1,0,0,1,1,8,0,0,1,0,0.0,1,0.3,0.19,0,1,0,0,0,2,2,Abandoned Session,16.0,0.2,1,0,Night (9-12),Mobile,43.35,0
LEAD_00577,lead577@example.com,24,Africa,Healthcare,51-200,Manager,Content Download,warm_lead,19,3.0,0.18,26,15,3,2,Custom Integration,Starter Package,1,1,0,1,6,1,5,0,1,3,3,0.76,0,0.79,0.0,1,0,0,0,0,81,5,Support Chat,1.64,4.3,1,1,Evening (5-9),Tablet,70.0,1
LEAD_00578,lead578@example.com,54,Africa,E-commerce,201-1000,VP,Content Download,standard_lead,10,5.9,0.66,1,0,1,0,Premium Plan,Analytics Add-on,0,0,0,0,0,0,0,0,0,0,1,0.64,0,0.3,0.0,0,0,0,0,0,30,17,Viewed Product,2.33,3.0,1,0,Evening (5-9),Mobile,0.0,0
LEAD_00579,lead579@example.com,38,Middle East,Retail,1-10,Senior Manager,Website,standard_lead,4,5.1,0.87,3,2,2,0,Premium Plan,Training Module,0,0,0,1,1,1,2,0,0,2,0,0.0,0,0.02,0.0,1,0,0,0,0,67,17,Viewed Product,0.42,16.8,1,0,Afternoon (12-5),Mobile,9.45,0
LEAD_00580,lead580@example.com,44,North America,Healthcare,201-1000,Manager,LinkedIn,warm_lead,11,14.0,0.01,23,16,10,4,Analytics Add-on,Custom Integration,0,1,1,0,9,1,5,0,1,3,4,0.68,1,0.68,0.32,0,0,1,9,0,13,1,Demo Request,5.92,1.2,1,0,Night (9-12),Mobile,97.9,1
LEAD_00581,lead581@example.com,38,Latin America,Finance,11-50,VP,Website,standard_lead,2,1.6,0.36,3,2,2,1,API Access,Training Module,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.33,0.0,0,0,0,0,0,82,28,Viewed Product,0.17,41.0,0,0,Afternoon (12-5),Mobile,0.0,0
LEAD_00582,lead582@example.com,48,Middle East,Real Estate,1-10,C-Level,Website,standard_lead,2,4.7,0.58,5,3,2,1,Analytics Add-on,Enterprise Solution,0,0,0,1,0,0,0,0,0,2,0,0.0,1,0.42,0.21,0,0,0,0,0,24,2,Viewed Product,0.58,12.0,0,1,Evening (5-9),Desktop,9.15,0
LEAD_00583,lead583@example.com,29,North America,Real Estate,11-50,Individual Contributor,Google Ads,standard_lead,11,2.2,0.45,7,4,2,0,Premium Plan,Support Package,0,0,0,0,1,1,6,0,0,1,0,0.0,1,0.44,0.3,0,0,0,0,0,76,4,Abandoned Session,1.01,6.9,1,0,Afternoon (12-5),Mobile,32.3,0
LEAD_00584,lead584@example.com,47,Africa,Retail,11-50,C-Level,Content Download,standard_lead,5,5.1,0.39,11,6,2,1,Premium Plan,Custom Integration,0,0,0,0,1,1,3,0,0,0,0,0.0,1,0.32,0.2,0,0,0,0,0,74,2,Email Click,0.47,14.8,1,1,Afternoon (12-5),Desktop,22.05,0
LEAD_00585,lead585@example.com,60,North America,Healthcare,11-50,VP,Trade Show,standard_lead,9,1.6,0.72,10,6,2,1,Premium Plan,Support Package,0,0,0,1,0,0,0,0,0,2,0,0.0,0,0.31,0.0,0,1,0,0,0,32,32,Email Click,1.97,3.6,1,0,Afternoon (12-5),Desktop,0.0,1
LEAD_00586,lead586@example.com,30,North America,SaaS,1-10,Manager,Webinar,standard_lead,10,1.9,0.37,9,7,0,0,Starter Package,Enterprise Solution,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.05,0.0,0,0,0,0,0,33,29,Abandoned Session,2.12,3.3,1,0,Night (9-12),Mobile,0.0,0
LEAD_00587,lead587@example.com,27,Latin America,Education,11-50,Manager,Content Download,standard_lead,6,5.2,0.33,7,4,2,1,API Access,Premium Plan,0,0,0,0,2,1,8,0,1,0,0,0.0,0,0.28,0.0,0,0,0,0,0,71,4,Viewed Product,0.59,11.8,1,1,Evening (5-9),Desktop,41.0,1
LEAD_00588,lead588@example.com,33,Latin America,Consulting,201-1000,Director,Trade Show,standard_lead,3,3.4,0.43,7,5,1,0,API Access,Starter Package,0,0,0,0,4,0,0,0,0,0,1,0.7,0,0.25,0.0,0,0,0,0,0,58,19,Viewed Product,0.36,19.3,0,0,Evening (5-9),Desktop,0.0,1
LEAD_00589,lead589@example.com,36,North America,Consulting,51-200,VP,Content Download,standard_lead,5,2.7,0.49,7,6,3,1,Training Module,Support Package,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.22,0.11,1,1,0,0,0,22,13,Email Click,1.59,4.4,1,0,Afternoon (12-5),Desktop,0.15,0
LEAD_00590,lead590@example.com,44,Europe,Consulting,51-200,VP,Facebook,standard_lead,4,9.6,0.71,5,4,1,0,Enterprise Solution,Training Module,0,0,1,1,1,1,8,0,0,0,0,0.0,1,0.26,0.14,1,1,0,0,0,66,0,Email Click,0.42,16.5,1,0,Evening (5-9),Mobile,32.0,1
LEAD_00591,lead591@example.com,49,Asia Pacific,Consulting,201-1000,Senior Manager,Partner,standard_lead,2,3.8,0.49,11,7,3,1,Starter Package,API Access,0,0,0,0,2,1,1,0,0,1,0,0.0,0,0.57,0.0,0,1,0,0,0,9,5,Abandoned Session,1.56,4.5,0,0,Afternoon (12-5),Tablet,15.2,0
LEAD_00592,lead592@example.com,42,Europe,Healthcare,1-10,Manager,Trade Show,standard_lead,3,4.1,0.62,10,7,4,2,Custom Integration,Starter Package,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0.45,0.0,0,0,1,13,0,66,9,Abandoned Session,0.32,22.0,0,0,Morning (9-12),Mobile,10.55,0
LEAD_00593,lead593@example.com,24,Europe,Manufacturing,201-1000,Manager,Partner,standard_lead,2,7.5,0.71,4,2,1,0,Analytics Add-on,Training Module,1,0,0,0,0,0,0,1,0,1,0,0.0,0,0.35,0.0,0,1,0,0,0,43,40,Email Click,0.33,21.5,0,0,Evening (5-9),Desktop,0.0,0
